,Date,Sign,Text
1000,30 july 2019,leo,"Not everything is going to make sense today, and that’s OK. Murky Neptune is stirring up the waters of your subconscious mind. The blue planet is helping you wash out old emotions and thoughts that no longer need to be there. So don’t be surprised if random memories and feelings crop up; they’re on the way out!

"
1001,31 july 2019,leo,"What excellent timing! Sometimes the cosmos sends us aspects at the worst possible moment, but in your case it’s just the opposite. Mercury goes direct today in the house of your subconscious mind, which is terrific. You’ve had a lot of mental junk to release so that you can move on with your life. Then tomorrow there’s a new moon in Leo…your annual opportunity to start anew!

"
1002,1 august 2019,leo,"The Leo new moon finally arrives, kicking off a luscious six-month phase in which you can chase after your  dreams. It’s also the best time in 2019 to reinvent your image. But in doing so you may come to realize that some of your previous goals or desires just don’t suit you anymore. A big career change is also a strong possibility. It may be uncomfortable at first to move forward, but nothing ventured, nothing gained!

"
1003,2 august 2019,leo,"Yesterday’s new moon in Leo is opening your mind to fresh possibilities that you may not have considered before. This could be refreshing (“Wow! What a great idea!”) or it could be a bit uncomfortable (“maybe my previous ideas weren’t the best for me”). Change takes courage, my friend, but no other sign of the zodiac has your chutzpah. Next week momentum starts to build….whether you’re ready or not!

"
1004,3 august 2019,leo,"With so much planetary activity in the most creative and fun-loving parts of your chart, chances are you don’t know where to start. So many options….so little time! Fortunately the Moon enters structured Virgo, helping you prioritize. So get out the Birthday Bucket List and pick your top five. Once Wednesday rolls around you’ll be raring to go.

"
1005,4 august 2019,leo,"“Either lead, follow or get out of my way!”  That could easily be your battle cry as aggressive Mars fires you up today. People ought to be listening to you too. Because you’re going to charge ahead with a course of action whether they like it or not. Don’t feel guilty about leaving them in the dust.

"
1006,5 august 2019,leo,"The Moon is in the chattiest part of your chart, which means that you can talk to just about anyone. This includes your writing skills too. Just soften your tone a little bit and play up to people’s emotions. Logic is not as important today as giving people the #feels.

"
1007,6 august 2019,leo,"Your status in the world is changing. People are starting to view you in a new light. The odd thing is, you may not even realize it yet. Don’t sell yourself short, Leo. Don’t be afraid to be fabulous and funny and magnetic!

"
1008,7 august 2019,leo,"Gotta love today’s planetary aspects! The Sun is in your sign, making you fiery and charismatic. El Sol winks at lucky Jupiter in your house of romance and creativity. The energy is fabulous for dazzling suitors, employers, fans and all those wannabes out there. It’s also a great day for having FUN. Remember what “fun” is? I think you need a refresher, so go out and find it.

"
1009,8 august 2019,leo,"The future is so bright, you have to wear shades! That’s the vibe with today’s fabulous Venus-Sun trine. Everything is poised to work out for the best, so if you’re not feeling optimistic, snap out of it.  With lucky Jupiter active in the most creative part of your chart, you’ll be able to find a solution to whatever may be perplexing you. FYI: romance sizzles with these two planets in action.

"
1010,9 august 2019,leo,"Anything is possible for you, Leo. The Sun, Mars and Venus are all in your sign, providing you with confidence and charisma. But Saturn, planet of kudos and rewards, also has your back. The ringed planet is helping you to create the structure and discipline you need. All of this adds up to a pretty sweet, solid situation!

"
1011,10 august 2019,leo,"Stop playing down your abilities, Leo. And don’t be afraid to let your personality shine either. Even though the Sun is in your sign, you may still feel a bit subdued. Do the inner work necessary that will help you feel glorious. You are  fabulous, and it’s high time that you accept it!

"
1012,11 august 2019,leo,"Here’s a sweet birthday gift from the cosmos! Jupiter finally goes direct in your house of love, after several months of being asleep on the job. Your creativity will soar and there will be more time for having fun too. By the way, magnetic Mercury enters Leo today, perfect for updating your image. And Uranus starts to retrograde in your house of goals, which actually is a blessing. It will stop you from jumping all over the place with ideas. Focus is the key.

"
